code,year,plot ,quad,trt,tree,spp,mass
628,2007,8,A,UN,T,HPASP,0.053
629,2007,8,A,UN,T,J,1.877
630,2007,8,A,UN,T,LA,2.454
631,2007,8,A,UN,T,MERC,0.003
632,2007,8,A,UN,T,PAN,2.782
633,2007,8,A,UN,T,PL,0.331
634,2007,8,A,UN,T,PT,0.181
635,2007,8,A,UN,T,S,4.946
636,2007,8,A,UN,T,S2,0.481
637,2007,8,A,UN,T,SOLAN,0.218
638,2007,8,A,UN,T,STJ,0.088
639,2007,8,A,UN,T,V,0.123
640,2007,8,B,UN,T,BOX,1.108
641,2007,8,B,UN,T,ER,6.021
642,2007,8,B,UN,T,EV,1.48
643,2007,8,B,UN,T,F21,0.006
644,2007,8,B,UN,T,F25,1.08
645,2007,8,B,UN,T,F3,0.103
646,2007,8,B,UN,T,G2,0.447
647,2007,8,B,UN,T,G5,0.007
648,2007,8,B,UN,T,G7,0.367
649,2007,8,B,UN,T,J,1.213
650,2007,8,B,UN,T,PAN,6.978
651,2007,8,B,UN,T,PASP,0.062
652,2007,8,B,UN,T,PL,0.181
653,2007,8,B,UN,T,PV,0.049
654,2007,8,B,UN,T,S,5.272
655,2007,8,B,UN,T,SOLAN,2.481
656,2007,8,B,UN,T,STJ,0.064
657,2007,8,B,UN,T,TUL,0.279
658,2007,8,B,UN,T,V,0.141
659,2007,8,B,UN,T,VIT,0.327
660,2007,8,C,UN,T,F1,0.021
661,2007,8,C,UN,T,F25,1.865
662,2007,8,C,UN,T,F4,0.027
663,2007,8,C,UN,T,G12,0.946
664,2007,8,C,UN,T,G2,0.666
665,2007,8,C,UN,T,G5,0.238
666,2007,8,C,UN,T,G7,1.134
667,2007,8,C,UN,T,HAST,4.976
668,2007,8,C,UN,T,HPASP,1.265
669,2007,8,C,UN,T,J,1.692
670,2007,8,C,UN,T,PAN,5.744
671,2007,8,C,UN,T,PASP,1.498
672,2007,8,C,UN,T,PC,1.151
673,2007,8,C,UN,T,PT,4.432
674,2007,8,C,UN,T,S,2.828
675,2007,8,C,UN,T,S2,0.618
676,2007,8,C,UN,T,SEN,3.416
677,2007,8,C,UN,T,STJ,0.093
678,2007,8,C,UN,T,SYC,0.07
679,2007,8,C,UN,T,V,0.022
680,2007,8,D,UN,T,BOX,0.175
681,2007,8,D,UN,T,ER,1.308
682,2007,8,D,UN,T,EV,1.756
683,2007,8,D,UN,T,F3,0.121
684,2007,8,D,UN,T,G7,0.22
685,2007,8,D,UN,T,J,0.485
686,2007,8,D,UN,T,PAN,0.995
687,2007,8,D,UN,T,PASP,2.007
688,2007,8,D,UN,T,PT,0.905
689,2007,8,D,UN,T,PV,0.036
690,2007,8,D,UN,T,S,0.845
691,2007,8,D,UN,T,S2,0.225
692,2007,8,D,UN,T,SOLAN,0.211
693,2007,8,D,UN,T,V,0.038
694,2007,8,E,UN,T,AST,61.39
695,2007,8,E,UN,T,ER,1.97
696,2007,8,E,UN,T,EV,1.481
697,2007,8,E,UN,T,F1,0.055
698,2007,8,E,UN,T,F18,0.072
699,2007,8,E,UN,T,F21,0.01
700,2007,8,E,UN,T,F3,0.016
701,2007,8,E,UN,T,F4,0.183
702,2007,8,E,UN,T,G2,0.253
703,2007,8,E,UN,T,G5,0.175
704,2007,8,E,UN,T,G7,1.689
705,2007,8,E,UN,T,HPASP,0.028
706,2007,8,E,UN,T,HPL,0.439
707,2007,8,E,UN,T,HSOL,0.27
708,2007,8,E,UN,T,J,2.45
709,2007,8,E,UN,T,OX,0.023
710,2007,8,E,UN,T,PAN,4.519
711,2007,8,E,UN,T,PT,0.178
712,2007,8,E,UN,T,S,5.923
713,2007,8,E,UN,T,S2,0.266
714,2007,8,E,UN,T,STJ,0.139
715,2007,8,E,UN,T,SYC,0.033
716,2007,8,E,UN,T,V,0.192
717,2007,8,F,UN,T,BOX,0.197
718,2007,8,F,UN,T,ER,1.304
719,2007,8,F,UN,T,G5,0.103
720,2007,8,F,UN,T,G7,0.262
721,2007,8,F,UN,T,HPASP,0.108
722,2007,8,F,UN,T,J,3.782
723,2007,8,F,UN,T,LA,2.38
724,2007,8,F,UN,T,PAN,3.768
725,2007,8,F,UN,T,PC,0.178
726,2007,8,F,UN,T,PT,0.649
727,2007,8,F,UN,T,PV,0.182
728,2007,8,F,UN,T,S,4.258
729,2007,8,F,UN,T,S2,0.83
730,2007,8,F,UN,T,SOL1,82.1
731,2007,8,F,UN,T,V,0.052
732,2007,9,A,INV,T,API,0.024
733,2007,9,A,INV,T,AST,16.51
734,2007,9,A,INV,T,ER,0.301
735,2007,9,A,INV,T,F1,0.088
736,2007,9,A,INV,T,G7,0.126
737,2007,9,A,INV,T,J,0.304
738,2007,9,A,INV,T,LA,1.821
739,2007,9,A,INV,T,M,34.47
740,2007,9,A,INV,T,PC,1.029
741,2007,9,A,INV,T,S,0.952
742,2007,9,A,INV,T,V,0.962
743,2007,9,B,INV,T,J,0.039
744,2007,9,B,INV,T,M,13.87
745,2007,9,B,INV,T,PAN,0.148
746,2007,9,B,INV,T,PC,0.296
747,2007,9,B,INV,T,ROSE,7.28
748,2007,9,B,INV,T,S,0.818
749,2007,9,B,INV,T,S2,0.034
750,2007,9,B,INV,T,V,0.217
751,2007,9,C,INV,T,AMB,1.323
752,2007,9,C,INV,T,ER,4.005
753,2007,9,C,INV,T,F1,0.033
754,2007,9,C,INV,T,F3,0.196
755,2007,9,C,INV,T,G2,1.014
756,2007,9,C,INV,T,G7,0.253
757,2007,9,C,INV,T,J,0.332
758,2007,9,C,INV,T,LA,1.252
759,2007,9,C,INV,T,M,25.568
760,2007,9,C,INV,T,MERC,0.072
761,2007,9,C,INV,T,OX,0.005
762,2007,9,C,INV,T,PAN,0.761
763,2007,9,C,INV,T,PL,0.245
764,2007,9,C,INV,T,S,3.579
765,2007,9,C,INV,T,STJ,0.018
766,2007,9,C,INV,T,V,0.159
767,2007,9,D,INV,T,ER,0.854
768,2007,9,D,INV,T,F1,0.023
769,2007,9,D,INV,T,F4,0.123
770,2007,9,D,INV,T,G2,0.164
771,2007,9,D,INV,T,G7,0.739
772,2007,9,D,INV,T,J,0.14
773,2007,9,D,INV,T,LA,0.599
774,2007,9,D,INV,T,LN,0.237
775,2007,9,D,INV,T,M,27.64
776,2007,9,D,INV,T,MERC,0.108
777,2007,9,D,INV,T,PAN,0.774
778,2007,9,D,INV,T,S,1.103
779,2007,9,D,INV,T,S2,0.047
780,2007,9,D,INV,T,SET,0.215
781,2007,9,D,INV,T,STJ,0.118
782,2007,9,D,INV,T,V,0.507
783,2007,9,E,INV,T,ER,1.541
784,2007,9,E,INV,T,F1,0.048
785,2007,9,E,INV,T,G7,0.113
786,2007,9,E,INV,T,J,0.22
787,2007,9,E,INV,T,LA,19.006
788,2007,9,E,INV,T,M,37.1
789,2007,9,E,INV,T,MERC,0.014
790,2007,9,E,INV,T,OX,0.002
791,2007,9,E,INV,T,PAN,0.25
792,2007,9,E,INV,T,PL,0.152
793,2007,9,E,INV,T,S,0.123
794,2007,9,E,INV,T,SEN,0.353
795,2007,9,E,INV,T,V,0.728
796,2007,9,F,INV,T,ER,0.884
797,2007,9,F,INV,T,F1,0.04
798,2007,9,F,INV,T,G2,0.115
799,2007,9,F,INV,T,G7,0.074
800,2007,9,F,INV,T,J,0.179
801,2007,9,F,INV,T,LA,2.968
802,2007,9,F,INV,T,M,60.59
803,2007,9,F,INV,T,PV,0.02
804,2007,9,F,INV,T,ROSE,0.435
805,2007,9,F,INV,T,S,1.594
806,2007,9,F,INV,T,V,0.082
807,2007,10,A,INV,T,AST,11.99
808,2007,10,A,INV,T,ER,2.744
809,2007,10,A,INV,T,F1,0.073
810,2007,10,A,INV,T,G6,0.343
811,2007,10,A,INV,T,J,0.49
812,2007,10,A,INV,T,LA,0.174
813,2007,10,A,INV,T,M,12.65
814,2007,10,A,INV,T,NEA,0.158
815,2007,10,A,INV,T,PC,1.42
816,2007,10,A,INV,T,PV,0.064
817,2007,10,A,INV,T,S,1.065
818,2007,10,A,INV,T,S2,0.054
819,2007,10,B,INV,T,AST2,14.47
820,2007,10,B,INV,T,ER,0.101
821,2007,10,B,INV,T,F1,0.074
822,2007,10,B,INV,T,G5,0.001
823,2007,10,B,INV,T,J,0.076
824,2007,10,B,INV,T,LA,0.066
825,2007,10,B,INV,T,M,24.68
826,2007,10,B,INV,T,S,1.197
827,2007,10,B,INV,T,V,0.018
828,2007,10,C,INV,T,AST2,4.34
829,2007,10,C,INV,T,ER,1.34
830,2007,10,C,INV,T,F1,0.217
831,2007,10,C,INV,T,M,35.97
832,2007,10,C,INV,T,PC,3.055
833,2007,10,C,INV,T,S2,0.396
834,2007,10,D,INV,T,ER,0.778
835,2007,10,D,INV,T,F1,0.591
836,2007,10,D,INV,T,G1,0.072
837,2007,10,D,INV,T,G7,1.021
838,2007,10,D,INV,T,J,5.943
839,2007,10,D,INV,T,LA,0.182
840,2007,10,D,INV,T,M,22.1
841,2007,10,D,INV,T,MERC,0.292
842,2007,10,D,INV,T,OX,0.015
843,2007,10,D,INV,T,S,0.263
844,2007,10,D,INV,T,SEN,0.158
845,2007,10,D,INV,T,V,1.183
846,2007,10,E,INV,T,ER,2.133
847,2007,10,E,INV,T,F1,0.242
848,2007,10,E,INV,T,F11,0.355
849,2007,10,E,INV,T,G2,0.117
850,2007,10,E,INV,T,G3,0.097
851,2007,10,E,INV,T,G7,0.176
852,2007,10,E,INV,T,J,0.366
853,2007,10,E,INV,T,LA,4.723
854,2007,10,E,INV,T,M,27.52
855,2007,10,E,INV,T,MERC,0.1
856,2007,10,E,INV,T,OX,0.008
857,2007,10,E,INV,T,S,0.595
858,2007,10,E,INV,T,V,0.159
859,2007,10,F,INV,T,EV,1.957
860,2007,10,F,INV,T,F1,0.245
861,2007,10,F,INV,T,G2,0.002
862,2007,10,F,INV,T,G7,0.252
863,2007,10,F,INV,T,J,0.658
864,2007,10,F,INV,T,M,24.23
865,2007,10,F,INV,T,MERC,0.034
866,2007,10,F,INV,T,PAN,0.076
867,2007,10,F,INV,T,PV,0.02
868,2007,10,F,INV,T,S,1.85
869,2007,10,F,INV,T,SET,0.068
870,2007,10,F,INV,T,V,0.195
871,2007,11,A,INV,T,BOX,0.714
872,2007,11,A,INV,T,EV,2.478
873,2007,11,A,INV,T,F11,0.021
874,2007,11,A,INV,T,G1,0.154
875,2007,11,A,INV,T,G3,0.112
876,2007,11,A,INV,T,G5,0.105
877,2007,11,A,INV,T,G7,0.21
878,2007,11,A,INV,T,J,1.08
879,2007,11,A,INV,T,LA,5.676
880,2007,11,A,INV,T,M,0.752
881,2007,11,A,INV,T,S,1.661
882,2007,11,B,INV,T,ER,0.382
883,2007,11,B,INV,T,F1,0.003
884,2007,11,B,INV,T,F11,0.014
885,2007,11,B,INV,T,G1,0.062
886,2007,11,B,INV,T,G2,0.025
887,2007,11,B,INV,T,G3,0.084
888,2007,11,B,INV,T,G5,0.168
889,2007,11,B,INV,T,J,0.304
890,2007,11,B,INV,T,LA,2.37
891,2007,11,B,INV,T,M,10.32
892,2007,11,B,INV,T,MERC,0.118
893,2007,11,B,INV,T,S,2.917
894,2007,11,B,INV,T,V,0.136
895,2007,11,C,INV,T,BOX,0.643
896,2007,11,C,INV,T,F1,0.004
897,2007,11,C,INV,T,J,0.338
898,2007,11,C,INV,T,LA,6.21
899,2007,11,C,INV,T,M,29.3
900,2007,11,C,INV,T,S,1.094
901,2007,11,C,INV,T,S2,0.049
902,2007,11,C,INV,T,V,0.642
903,2007,11,D,INV,T,G3,0.16
904,2007,11,D,INV,T,J,0.155
905,2007,11,D,INV,T,LA,2.805
906,2007,11,D,INV,T,M,35.69
907,2007,11,D,INV,T,PC,0.119
908,2007,11,D,INV,T,S,0.432
909,2007,11,D,INV,T,V,1.881
910,2007,11,E,INV,T,EV,0.4
911,2007,11,E,INV,T,F11,0.028
912,2007,11,E,INV,T,F13,0.005
913,2007,11,E,INV,T,F27,9.93
914,2007,11,E,INV,T,G2,0.062
915,2007,11,E,INV,T,G3,0.171
916,2007,11,E,INV,T,J,0.067
917,2007,11,E,INV,T,LA,13.025
918,2007,11,E,INV,T,M,6.942
919,2007,11,E,INV,T,PT,0.827
920,2007,11,E,INV,T,S,3.3
921,2007,11,E,INV,T,S2,0.068
922,2007,11,E,INV,T,V,2.808
923,2007,11,F,INV,T,ER,0.13
924,2007,11,F,INV,T,F11,0.062
925,2007,11,F,INV,T,F26,0.806
926,2007,11,F,INV,T,J,1.014
927,2007,11,F,INV,T,LA,1.765
928,2007,11,F,INV,T,M,17.29
929,2007,11,F,INV,T,S,4.13
930,2007,11,F,INV,T,S2,0.641
931,2007,11,F,INV,T,SEN,1.464
932,2007,11,F,INV,T,V,1.375
933,2007,12,A,INV,T,BOX,0.209
934,2007,12,A,INV,T,ER,1.201
935,2007,12,A,INV,T,EUP,0.471
936,2007,12,A,INV,T,EV,1.34
937,2007,12,A,INV,T,G1,0.013
938,2007,12,A,INV,T,G12,0.581
939,2007,12,A,INV,T,G2,0.326
940,2007,12,A,INV,T,LA,1.087
941,2007,12,A,INV,T,M,17.17
942,2007,12,A,INV,T,PAN,1.028
943,2007,12,A,INV,T,PC,3.153
944,2007,12,A,INV,T,S,11.262
945,2007,12,A,INV,T,V,2.4
946,2007,12,B,INV,T,BOX,0.083
947,2007,12,B,INV,T,G4,0.07
948,2007,12,B,INV,T,LA,1.267
949,2007,12,B,INV,T,M,23.56
950,2007,12,B,INV,T,S,2.074
951,2007,12,B,INV,T,V,1.479
952,2007,12,C,INV,T,AST2,10.36
953,2007,12,C,INV,T,AST3,0.247
954,2007,12,C,INV,T,EV,0.696
955,2007,12,C,INV,T,F11,0.058
956,2007,12,C,INV,T,F3,0.018
957,2007,12,C,INV,T,G1,0.19
958,2007,12,C,INV,T,G12,0.196
959,2007,12,C,INV,T,G2,0.102
960,2007,12,C,INV,T,G6,0.243
961,2007,12,C,INV,T,G7,0.403
962,2007,12,C,INV,T,M,11.18
963,2007,12,C,INV,T,PAN,9.46
964,2007,12,C,INV,T,PASP,0.028
965,2007,12,C,INV,T,S,6.365
966,2007,12,C,INV,T,V,2.197
967,2007,12,D,INV,T,EV,0.547
968,2007,12,D,INV,T,F3,0.084
969,2007,12,D,INV,T,G1,0.149
970,2007,12,D,INV,T,G2,0.419
971,2007,12,D,INV,T,G5,0.035
972,2007,12,D,INV,T,GEUM,0.111
973,2007,12,D,INV,T,M,6.9
974,2007,12,D,INV,T,PAN,0.83
975,2007,12,D,INV,T,PC,7.392
976,2007,12,D,INV,T,PT,3.002
977,2007,12,D,INV,T,S,5.76
978,2007,12,D,INV,T,SOL1,1.376
979,2007,12,D,INV,T,TUL,0.123
980,2007,12,D,INV,T,V,0.744
981,2007,12,E,INV,T,BOX,0.321
982,2007,12,E,INV,T,EV,0.074
983,2007,12,E,INV,T,F1,0.025
984,2007,12,E,INV,T,F2 ,0.012
985,2007,12,E,INV,T,G12,2.367
986,2007,12,E,INV,T,G2,0.571
987,2007,12,E,INV,T,G7,0.896
988,2007,12,E,INV,T,HPASP,0.582
989,2007,12,E,INV,T,M,8.93
990,2007,12,E,INV,T,PAN,2.189
991,2007,12,E,INV,T,PASP,0.349
992,2007,12,E,INV,T,PL,0.018
993,2007,12,E,INV,T,S,4.951
994,2007,12,E,INV,T,V,2.658
995,2007,12,F,INV,T,BOX,0.509
996,2007,12,F,INV,T,F13,0.738
997,2007,12,F,INV,T,G1,0.123
998,2007,12,F,INV,T,G7,0.137
999,2007,12,F,INV,T,LA,3.064
1000,2007,12,F,INV,T,M,10.74
1001,2007,12,F,INV,T,PAN,4.13
1002,2007,12,F,INV,T,PASP,0.014
1003,2007,12,F,INV,T,PV,0.162
1004,2007,12,F,INV,T,S,7.361
1005,2007,12,F,INV,T,V,3.851
1006,2007,13,A,INV,T,EV,0.205
1007,2007,13,A,INV,T,G7,0.025
1008,2007,13,A,INV,T,M,35.44
1009,2007,13,A,INV,T,V,2.012
1010,2007,13,B,INV,T,G1 ,0.014
1011,2007,13,B,INV,T,LA,0.277
1012,2007,13,B,INV,T,M,63.78
1013,2007,13,B,INV,T,S,0.309
1014,2007,13,B,INV,T,V,1.609
1015,2007,13,C,INV,T,BOX,0.792
1016,2007,13,C,INV,T,J,0.233
1017,2007,13,C,INV,T,M,35.83
1018,2007,13,C,INV,T,S,0.279
1019,2007,13,C,INV,T,V,2.081
1020,2007,13,D,INV,T,G2,0.039
1021,2007,13,D,INV,T,M,62.51
1022,2007,13,D,INV,T,S,0.204
1023,2007,13,D,INV,T,V,1.578
1024,2007,13,E,INV,T,M,46.94
1025,2007,13,E,INV,T,S,0.169
1026,2007,13,E,INV,T,V,2.554
1027,2007,13,F,INV,T,M,26.58
1028,2007,13,F,INV,T,S,0.08
1029,2007,13,F,INV,T,V,1.013
1030,2007,14,A,INV,T,EV,4.882
1031,2007,14,A,INV,T,F1,0.007
1032,2007,14,A,INV,T,G3,0.094
1033,2007,14,A,INV,T,G5,0.019
1034,2007,14,A,INV,T,HAST,19.37
1035,2007,14,A,INV,T,J,0.35
1036,2007,14,A,INV,T,LA,1.256
1037,2007,14,A,INV,T,M,3.72
1038,2007,14,A,INV,T,PAN,0.2
1039,2007,14,A,INV,T,PV,0.582
1040,2007,14,A,INV,T,S,7.287
1041,2007,14,A,INV,T,S2,0.112
1042,2007,14,A,INV,T,SOL2,8.74
1043,2007,14,A,INV,T,V,1.068
1044,2007,14,B,INV,T,BOX,0.181
1045,2007,14,B,INV,T,EV,2.09
1046,2007,14,B,INV,T,F1,0.015
1047,2007,14,B,INV,T,F11,0.013
1048,2007,14,B,INV,T,F18,1.365
1049,2007,14,B,INV,T,G7,0.027
1050,2007,14,B,INV,T,J,0.477
1051,2007,14,B,INV,T,M,13.946
1052,2007,14,B,INV,T,POLY,0.077
1053,2007,14,B,INV,T,S,2.934
1054,2007,14,B,INV,T,SET,0.007
1055,2007,14,B,INV,T,V,4.478
1056,2007,14,C,INV,T,ER,0.039
1057,2007,14,C,INV,T,F1,0.077
1058,2007,14,C,INV,T,J,1.079
1059,2007,14,C,INV,T,M,9.716
1060,2007,14,C,INV,T,MERC,0.007
1061,2007,14,C,INV,T,PAN,0.069
1062,2007,14,C,INV,T,POLY,0.03
1063,2007,14,C,INV,T,S,2.887
1064,2007,14,C,INV,T,SOL1,33.87
1065,2007,14,C,INV,T,STJ,0.008
1066,2007,14,C,INV,T,V,0.826
1067,2007,14,D,INV,T,F1 ,0.034
1068,2007,14,D,INV,T,G1,0.01
1069,2007,14,D,INV,T,G2,0.711
1070,2007,14,D,INV,T,G3,0.039
1071,2007,14,D,INV,T,HPOLY,0.027
1072,2007,14,D,INV,T,J,2.069
1073,2007,14,D,INV,T,M,12.37
1074,2007,14,D,INV,T,MERC,0.008
1075,2007,14,D,INV,T,PAN,0.073
1076,2007,14,D,INV,T,S,9.226
1077,2007,14,D,INV,T,S2,0.187
1078,2007,14,D,INV,T,V,4.295
1079,2007,14,E,INV,T,ASH,0.017
1080,2007,14,E,INV,T,AST2,17.8
1081,2007,14,E,INV,T,ER,0.025
1082,2007,14,E,INV,T,G7,0.119
1083,2007,14,E,INV,T,J,0.778
1084,2007,14,E,INV,T,LA,0.612
1085,2007,14,E,INV,T,M,8.473
1086,2007,14,E,INV,T,MERC,0.015
1087,2007,14,E,INV,T,S,8.822
1088,2007,14,E,INV,T,V,3.679
1089,2007,14,F,INV,T,AST,14.89
1090,2007,14,F,INV,T,EV,0.46
1091,2007,14,F,INV,T,F1,0.021
1092,2007,14,F,INV,T,F11,0.022
1093,2007,14,F,INV,T,F3,0.032
1094,2007,14,F,INV,T,G7,0.047
1095,2007,14,F,INV,T,J,2.849
1096,2007,14,F,INV,T,LA,0.066
1097,2007,14,F,INV,T,M,5.42
1098,2007,14,F,INV,T,PAN,2.242
1099,2007,14,F,INV,T,S,3.504
1100,2007,14,F,INV,T,SOL1,6.96
1101,2007,14,F,INV,T,V,0.403
1102,2007,15,A,INV,T,BOX,0.07
1103,2007,15,A,INV,T,ER,0.216
1104,2007,15,A,INV,T,F1,0.005
1105,2007,15,A,INV,T,F3,0.011
1106,2007,15,A,INV,T,F4,0.136
1107,2007,15,A,INV,T,F6,1.43
1108,2007,15,A,INV,T,G7,0.182
1109,2007,15,A,INV,T,J,0.19
1110,2007,15,A,INV,T,LA,1.325
1111,2007,15,A,INV,T,M,21.2
1112,2007,15,A,INV,T,MERC,0.973
1113,2007,15,A,INV,T,PAN,3.68
1114,2007,15,A,INV,T,PC,0.076
1115,2007,15,A,INV,T,PV,0.006
1116,2007,15,A,INV,T,S,4.026
1117,2007,15,A,INV,T,V,0.556
1118,2007,15,B,INV,T,ASC,1.627
1119,2007,15,B,INV,T,ER,1.937
1120,2007,15,B,INV,T,F14,0.063
1121,2007,15,B,INV,T,G1,0.042
1122,2007,15,B,INV,T,G2,0.423
1123,2007,15,B,INV,T,G5,0.038
1124,2007,15,B,INV,T,G7,0.33
1125,2007,15,B,INV,T,LA,0.31
1126,2007,15,B,INV,T,M,14.525
1127,2007,15,B,INV,T,PAN,10.225
1128,2007,15,B,INV,T,PASP,2.73
1129,2007,15,B,INV,T,PV,0.59
1130,2007,15,B,INV,T,S,2.292
1131,2007,15,B,INV,T,SET,0.04
1132,2007,15,B,INV,T,V,0.211
1133,2007,15,C,INV,T,AST ,40.66
1134,2007,15,C,INV,T,BOX,0.243
1135,2007,15,C,INV,T,CORNUS,0.343
1136,2007,15,C,INV,T,ER,5.1
1137,2007,15,C,INV,T,G7,0.072
1138,2007,15,C,INV,T,J,0.06
1139,2007,15,C,INV,T,M,25.19
1140,2007,15,C,INV,T,PAN,4.796
1141,2007,15,C,INV,T,PC,1.997
1142,2007,15,C,INV,T,S,3.322
1143,2007,15,C,INV,T,V,0.947
1144,2007,15,D,INV,T,BOX,0.463
1145,2007,15,D,INV,T,F11,0.019
1146,2007,15,D,INV,T,G1,0.044
1147,2007,15,D,INV,T,G12,0.475
1148,2007,15,D,INV,T,G7,0.33
1149,2007,15,D,INV,T,M,27.19
1150,2007,15,D,INV,T,PAN,5.321
1151,2007,15,D,INV,T,PASP,0.555
1152,2007,15,D,INV,T,PC,0.535
1153,2007,15,D,INV,T,S,2.995
1154,2007,15,D,INV,T,S2,0.142
1155,2007,15,D,INV,T,TUL,0.012
1156,2007,15,D,INV,T,V,2.25
1157,2007,15,E,INV,T,AMB,0.422
1158,2007,15,E,INV,T,BOX,0.454
1159,2007,15,E,INV,T,EV,3.035
1160,2007,15,E,INV,T,J,0.311
1161,2007,15,E,INV,T,M,29.93
1162,2007,15,E,INV,T,OX,0.011
1163,2007,15,E,INV,T,PAN,3.06
1164,2007,15,E,INV,T,S,4.456
1165,2007,15,E,INV,T,S2,0.565
1166,2007,15,E,INV,T,SOLAN,1.327
1167,2007,15,E,INV,T,V,2.351
1168,2007,15,E,INV,T,VIT,0.351
1169,2007,15,F,INV,T,BOX,0.179
1170,2007,15,F,INV,T,ER,1.561
1171,2007,15,F,INV,T,M,28.4
1172,2007,15,F,INV,T,ROSE,0.092
1173,2007,15,F,INV,T,S,0.654
1174,2007,15,F,INV,T,V,0.164
1175,2007,16,A,INV,T,G3,0.012
1176,2007,16,A,INV,T,M,13.44
1177,2007,16,B,INV,T,BOX,0.264
1178,2007,16,B,INV,T,G3,0.033
1179,2007,16,B,INV,T,HPOLY,1.017
1180,2007,16,B,INV,T,LN,0.396
1181,2007,16,B,INV,T,M,30.04
1182,2007,16,B,INV,T,S,0.165
1183,2007,16,B,INV,T,V,0.003
1184,2007,16,C,INV,T,EV,0.856
1185,2007,16,C,INV,T,F11,0.037
1186,2007,16,C,INV,T,M,10.558
1187,2007,16,C,INV,T,MERC,0.054
1188,2007,16,C,INV,T,POLY,0.117
1189,2007,16,C,INV,T,S,0.347
1190,2007,16,D,INV,T,BOX,0.376
1191,2007,16,D,INV,T,G3,0.032
1192,2007,16,D,INV,T,HORSE,3.402
1193,2007,16,D,INV,T,LN,0.2
1194,2007,16,D,INV,T,M,13.585
1195,2007,16,D,INV,T,MERC,0.261
1196,2007,16,D,INV,T,POLY,1.125
1197,2007,16,D,INV,T,S,0.132
1198,2007,16,D,INV,T,SEN,0.512
1199,2007,16,D,INV,T,V,0.031
1200,2007,16,E,INV,T,HSOL,0.28
1201,2007,16,E,INV,T,M,14.28
1202,2007,16,E,INV,T,MERC,0.549
1203,2007,16,E,INV,T,POLY,10.61
1204,2007,16,E,INV,T,V,0.024
1205,2007,16,F,INV,T,BOX,0.236
1206,2007,16,F,INV,T,J,0.067
1207,2007,16,F,INV,T,M,20.91
1208,2007,16,F,INV,T,MERC,0.12
1209,2007,16,F,INV,T,S,0.399
1210,2007,17,A,UN,S,BOX,0.276
1211,2007,17,A,UN,S,EV,3.063
1212,2007,17,A,UN,S,F17,0.01
1213,2007,17,A,UN,S,F25,0.44
1214,2007,17,A,UN,S,F3,0.032
1215,2007,17,A,UN,S,G2,0.594
1216,2007,17,A,UN,S,G7,0.086
1217,2007,17,A,UN,S,HPASP,2.155
1218,2007,17,A,UN,S,J,0.384
1219,2007,17,A,UN,S,LA,1.289
1220,2007,17,A,UN,S,MERC,0.005
