"Exp","Year","Field","Plot","NTrt","NAdd","NitrAdd","NAtm.NAdd","Species","Biomass"
1,1992,"D",23,6,9.52,28,10.52,"Lathyrus venosus",15.8
1,1992,"D",23,6,9.52,28,10.52,"Lithospermum caroliniense",30.467
1,1992,"D",23,6,9.52,28,10.52,"Mirabilis hirsuta",11.333
1,1992,"D",23,6,9.52,28,10.52,"Panicum oligosanthes",2.8
1,1992,"D",23,6,9.52,28,10.52,"Poa pratensis",38.6
1,1992,"D",23,6,9.52,28,10.52,"Rosa arkansana",1.8
1,1992,"D",23,6,9.52,28,10.52,"Rubus sp.",10.367
1,1992,"D",23,6,9.52,28,10.52,"Stipa spartea",12.5
1,1992,"D",24,3,2.04,6,3.04,"Ambrosia sp.",1.5
1,1992,"D",24,3,2.04,6,3.04,"Artemisia ludoviciana",121.17
1,1992,"D",24,3,2.04,6,3.04,"Asclepias syriaca",40.3
1,1992,"D",24,3,2.04,6,3.04,"Eragrostis spectabilis",0.633
1,1992,"D",24,3,2.04,6,3.04,"Erigeron canadensis",0.3
1,1992,"D",24,3,2.04,6,3.04,"Euthamia graminifolia",4.4
1,1992,"D",24,3,2.04,6,3.04,"Lathyrus venosus",184.6
1,1992,"D",24,3,2.04,6,3.04,"Lychnis alba",1.433
1,1992,"D",24,3,2.04,6,3.04,"Panicum oligosanthes",0.733
1,1992,"D",24,3,2.04,6,3.04,"Physalis virginiana",0.233
1,1992,"D",24,3,2.04,6,3.04,"Poa pratensis",72.633
1,1992,"D",24,3,2.04,6,3.04,"Rubus sp.",8.6
1,1992,"D",24,3,2.04,6,3.04,"Sorghastrum nutans",110.1
1,1992,"D",25,9,0,0,1,"Agropyron repens",2.1
1,1992,"D",25,9,0,0,1,"Andropogon gerardi",58.633
1,1992,"D",25,9,0,0,1,"Artemisia ludoviciana",5.667
1,1992,"D",25,9,0,0,1,"Asclepias syriaca",1.433
1,1992,"D",25,9,0,0,1,"Asclepias tuberosa",0.013
1,1992,"D",25,9,0,0,1,"Eragrostis spectabilis",8.7
1,1992,"D",25,9,0,0,1,"Erigeron canadensis",0.267
1,1992,"D",25,9,0,0,1,"Lathyrus venosus",36.267
1,1992,"D",25,9,0,0,1,"Leersia oryzoides",5.667
1,1992,"D",25,9,0,0,1,"Lithospermum caroliniense",0.033
1,1992,"D",25,9,0,0,1,"Poa pratensis",14.967
1,1992,"D",25,9,0,0,1,"Rubus sp.",4.433
1,1992,"D",25,9,0,0,1,"Sorghastrum nutans",56.067
1,1992,"D",25,9,0,0,1,"Stipa spartea",21.367
1,1992,"D",25,9,0,0,1,"Tradescantia occidentalis",0.083
1,1992,"D",25,9,0,0,1,"Viola pedatifida",0.005
1,1992,"D",26,5,5.44,16,6.44,"Artemisia ludoviciana",310.83
1,1992,"D",26,5,5.44,16,6.44,"Eragrostis spectabilis",0.733
1,1992,"D",26,5,5.44,16,6.44,"Erigeron canadensis",0.133
1,1992,"D",26,5,5.44,16,6.44,"Lathyrus venosus",133.5
1,1992,"D",26,5,5.44,16,6.44,"Panicum oligosanthes",0.1
1,1992,"D",26,5,5.44,16,6.44,"Poa pratensis",13.967
1,1992,"D",26,5,5.44,16,6.44,"Rosa arkansana",62.333
1,1992,"D",26,5,5.44,16,6.44,"Rubus sp.",11.867
1,1992,"D",26,5,5.44,16,6.44,"Sorghastrum nutans",111.83
1,1992,"D",26,5,5.44,16,6.44,"Viola pedatifida",1
1,1992,"D",27,8,27.2,80,28.2,"Agropyron repens",192.63
1,1992,"D",27,8,27.2,80,28.2,"Ambrosia sp.",2.033
1,1992,"D",27,8,27.2,80,28.2,"Asclepias syriaca",1.6
1,1992,"D",27,8,27.2,80,28.2,"Asclepias tuberosa",44.967
1,1992,"D",27,8,27.2,80,28.2,"Erigeron strigosus",0.467
1,1992,"D",27,8,27.2,80,28.2,"Lathyrus venosus",13.367
1,1992,"D",27,8,27.2,80,28.2,"Lychnis alba",3.9
1,1992,"D",27,8,27.2,80,28.2,"Poa pratensis",43.3
1,1992,"D",27,8,27.2,80,28.2,"Rosa arkansana",34.633
1,1992,"D",27,8,27.2,80,28.2,"Rubus sp.",207.9
1,1992,"D",27,8,27.2,80,28.2,"Setaria lutescens",0.019
1,1992,"D",27,8,27.2,80,28.2,"Sorghastrum nutans",9.767
1,1992,"D",27,8,27.2,80,28.2,"Tradescantia occidentalis",10.2
1,1992,"D",28,7,17,50,18,"Andropogon gerardi",23.8
1,1992,"D",28,7,17,50,18,"Artemisia ludoviciana",181.1
1,1992,"D",28,7,17,50,18,"Asclepias syriaca",194.47
1,1992,"D",28,7,17,50,18,"Chenopodium album",1.267
1,1992,"D",28,7,17,50,18,"Erigeron strigosus",0.036
1,1992,"D",28,7,17,50,18,"Euthamia graminifolia",31.5
1,1992,"D",28,7,17,50,18,"Lathyrus venosus",1.3
1,1992,"D",28,7,17,50,18,"Leersia oryzoides",52.667
1,1992,"D",28,7,17,50,18,"Mirabilis hirsuta",0.167
1,1992,"D",28,7,17,50,18,"Panicum praecocious",0.033
1,1992,"D",28,7,17,50,18,"Poa pratensis",81.767
1,1992,"D",28,7,17,50,18,"Rubus sp.",27.167
1,1992,"D",28,7,17,50,18,"Sorghastrum nutans",33.067
1,1992,"D",29,4,3.4,10,4.4,"Ambrosia sp.",9.3
1,1992,"D",29,4,3.4,10,4.4,"Artemisia ludoviciana",103.03
1,1992,"D",29,4,3.4,10,4.4,"Asclepias syriaca",16
1,1992,"D",29,4,3.4,10,4.4,"Campanula rotundifolia",0.009
1,1992,"D",29,4,3.4,10,4.4,"Eragrostis spectabilis",9.533
1,1992,"D",29,4,3.4,10,4.4,"Erigeron canadensis",0.967
1,1992,"D",29,4,3.4,10,4.4,"Helianthemum bicknellii",4.667
1,1992,"D",29,4,3.4,10,4.4,"Lathyrus venosus",93.1
1,1992,"D",29,4,3.4,10,4.4,"Mirabilis hirsuta",0.007
1,1992,"D",29,4,3.4,10,4.4,"Panicum oligosanthes",0.2
1,1992,"D",29,4,3.4,10,4.4,"Poa pratensis",40.467
1,1992,"D",29,4,3.4,10,4.4,"Rosa arkansana",12.333
1,1992,"D",29,4,3.4,10,4.4,"Rubus sp.",3.333
1,1992,"D",29,4,3.4,10,4.4,"Sorghastrum nutans",63.633
1,1992,"D",29,4,3.4,10,4.4,"Stipa spartea",3.833
1,1992,"D",30,7,17,50,18,"Ambrosia sp.",6.567
1,1992,"D",30,7,17,50,18,"Andropogon gerardi",156.03
1,1992,"D",30,7,17,50,18,"Artemisia ludoviciana",44.533
1,1992,"D",30,7,17,50,18,"Asclepias syriaca",135.33
1,1992,"D",30,7,17,50,18,"Chenopodium album",9.833
1,1992,"D",30,7,17,50,18,"Euthamia graminifolia",3.033
1,1992,"D",30,7,17,50,18,"Lathyrus venosus",4.967
1,1992,"D",30,7,17,50,18,"Leersia oryzoides",325.63
1,1992,"D",30,7,17,50,18,"Poa pratensis",10.867
1,1992,"D",30,7,17,50,18,"Rubus sp.",6.733
1,1992,"D",30,7,17,50,18,"Sorghastrum nutans",58.3
1,1992,"D",31,2,1.02,3,2.02,"Ambrosia sp.",3.4
1,1992,"D",31,2,1.02,3,2.02,"Andropogon gerardi",33.967
1,1992,"D",31,2,1.02,3,2.02,"Chenopodium album",0.267
1,1992,"D",31,2,1.02,3,2.02,"Eragrostis spectabilis",5.6
1,1992,"D",31,2,1.02,3,2.02,"Erigeron canadensis",3.033
1,1992,"D",31,2,1.02,3,2.02,"Sorghastrum nutans",101.17
1,1992,"D",32,8,27.2,80,28.2,"Artemisia ludoviciana",54.867
1,1992,"D",32,8,27.2,80,28.2,"Asclepias syriaca",179.33
1,1992,"D",32,8,27.2,80,28.2,"Chenopodium album",166.17
1,1992,"D",32,8,27.2,80,28.2,"Euthamia graminifolia",50.067
1,1992,"D",32,8,27.2,80,28.2,"Helianthus giganteus",2108.9
1,1992,"D",32,8,27.2,80,28.2,"Leersia oryzoides",244.53
1,1992,"D",32,8,27.2,80,28.2,"Mirabilis hirsuta",2.067
1,1992,"D",32,8,27.2,80,28.2,"Poa pratensis",0.1
1,1992,"D",32,8,27.2,80,28.2,"Rubus sp.",18.633
1,1992,"D",32,8,27.2,80,28.2,"Sorghastrum nutans",0.433
1,1992,"D",32,8,27.2,80,28.2,"Veronicastrum virginicum",5.033
1,1992,"D",33,9,0,0,1,"Ambrosia sp.",3.533
1,1992,"D",33,9,0,0,1,"Artemisia ludoviciana",14.5
1,1992,"D",33,9,0,0,1,"Eragrostis spectabilis",3.467
1,1992,"D",33,9,0,0,1,"Erigeron canadensis",1.767
1,1992,"D",33,9,0,0,1,"Oenothera biennis",0.2
1,1992,"D",33,9,0,0,1,"Panicum oligosanthes",0.267
1,1992,"D",33,9,0,0,1,"Panicum praecocious",2.1
1,1992,"D",33,9,0,0,1,"Poa pratensis",1.033
1,1992,"D",33,9,0,0,1,"Polygala polygama",0.233
1,1992,"D",33,9,0,0,1,"Rubus sp.",7.033
1,1992,"D",33,9,0,0,1,"Schizachyrium scoparium",21.467
1,1992,"D",33,9,0,0,1,"Sorghastrum nutans",54.4
1,1992,"D",34,9,0,0,1,"Ambrosia sp.",2.5
1,1992,"D",34,9,0,0,1,"Andropogon gerardi",16.167
1,1992,"D",34,9,0,0,1,"Campanula rotundifolia",0.01
1,1992,"D",34,9,0,0,1,"Erigeron canadensis",0.367
1,1992,"D",34,9,0,0,1,"Helianthemum bicknellii",0.011
1,1992,"D",34,9,0,0,1,"Lithospermum caroliniense",41.1
1,1992,"D",34,9,0,0,1,"Oenothera biennis",1.833
1,1992,"D",34,9,0,0,1,"Panicum oligosanthes",0.105
1,1992,"D",34,9,0,0,1,"Panicum perlongum",1.033
1,1992,"D",34,9,0,0,1,"Schizachyrium scoparium",0.933
1,1992,"D",34,9,0,0,1,"Sorghastrum nutans",120.8
1,1992,"D",34,9,0,0,1,"Tradescantia occidentalis",0.045
1,1992,"D",35,3,2.04,6,3.04,"Ambrosia sp.",3.1
1,1992,"D",35,3,2.04,6,3.04,"Artemisia ludoviciana",55.167
1,1992,"D",35,3,2.04,6,3.04,"Asclepias syriaca",2.833
1,1992,"D",35,3,2.04,6,3.04,"Aster azureus",7.7
1,1992,"D",35,3,2.04,6,3.04,"Erigeron canadensis",0.367
1,1992,"D",35,3,2.04,6,3.04,"Euthamia graminifolia",27.267
1,1992,"D",35,3,2.04,6,3.04,"Helianthemum bicknellii",44.333
1,1992,"D",35,3,2.04,6,3.04,"Lathyrus venosus",37.4
1,1992,"D",35,3,2.04,6,3.04,"Leersia oryzoides",13.233
1,1992,"D",35,3,2.04,6,3.04,"Lespedeza capitata",0.033
1,1992,"D",35,3,2.04,6,3.04,"Liatris aspera",33.4
1,1992,"D",35,3,2.04,6,3.04,"Panicum praecocious",1.567
1,1992,"D",35,3,2.04,6,3.04,"Poa pratensis",10.4
1,1992,"D",35,3,2.04,6,3.04,"Rubus sp.",10.567
1,1992,"D",35,3,2.04,6,3.04,"Schizachyrium scoparium",7.6
1,1992,"D",35,3,2.04,6,3.04,"Sorghastrum nutans",84.767
1,1992,"D",35,3,2.04,6,3.04,"Veronicastrum virginicum",142.4
1,1992,"D",35,3,2.04,6,3.04,"Viola pedatifida",0.067
1,1992,"D",35,3,2.04,6,3.04,"Viola sagittata",0.6
1,1992,"D",36,1,0,0,1,"Ambrosia sp.",6.267
1,1992,"D",36,1,0,0,1,"Artemisia ludoviciana",11.667
1,1992,"D",36,1,0,0,1,"Eragrostis spectabilis",5.667
1,1992,"D",36,1,0,0,1,"Erigeron strigosus",0.933
1,1992,"D",36,1,0,0,1,"Helianthemum bicknellii",0.167
1,1992,"D",36,1,0,0,1,"Lathyrus venosus",25.767
1,1992,"D",36,1,0,0,1,"Panicum oligosanthes",3.433
1,1992,"D",36,1,0,0,1,"Poa pratensis",1.867
1,1992,"D",36,1,0,0,1,"Potentilla arguta",92.867
1,1992,"D",36,1,0,0,1,"Rubus sp.",0.067
1,1992,"D",36,1,0,0,1,"Sorghastrum nutans",101.27
1,1992,"D",37,4,3.4,10,4.4,"Ambrosia sp.",19.167
1,1992,"D",37,4,3.4,10,4.4,"Artemisia ludoviciana",51.1
1,1992,"D",37,4,3.4,10,4.4,"Campanula rotundifolia",0.033
1,1992,"D",37,4,3.4,10,4.4,"Eragrostis spectabilis",13.967
1,1992,"D",37,4,3.4,10,4.4,"Erigeron canadensis",2.1
1,1992,"D",37,4,3.4,10,4.4,"Helianthemum bicknellii",3
1,1992,"D",37,4,3.4,10,4.4,"Rubus sp.",6.633
1,1992,"D",37,4,3.4,10,4.4,"Sorghastrum nutans",212.83
1,1992,"D",37,4,3.4,10,4.4,"Tradescantia occidentalis",25.2
1,1992,"D",38,1,0,0,1,"Agropyron repens",0.6
1,1992,"D",38,1,0,0,1,"Ambrosia sp.",5.1
1,1992,"D",38,1,0,0,1,"Artemisia campestris",47.167
1,1992,"D",38,1,0,0,1,"Asclepias syriaca",6.4
1,1992,"D",38,1,0,0,1,"Aster azureus",118.33
1,1992,"D",38,1,0,0,1,"Eragrostis spectabilis",0.133
1,1992,"D",38,1,0,0,1,"Erigeron canadensis",0.067
1,1992,"D",38,1,0,0,1,"Helianthemum bicknellii",11.8
1,1992,"D",38,1,0,0,1,"Lathyrus venosus",82.8
1,1992,"D",38,1,0,0,1,"Panicum oligosanthes",1.633
1,1992,"D",38,1,0,0,1,"Poa pratensis",24.867
1,1992,"D",38,1,0,0,1,"Rubus sp.",18.5
1,1992,"D",38,1,0,0,1,"Sorghastrum nutans",22.3
1,1992,"D",38,1,0,0,1,"Stachys palustris",16.2
1,1992,"D",38,1,0,0,1,"Stipa spartea",2.8
1,1992,"D",39,1,0,0,1,"Agropyron repens",1.4
1,1992,"D",39,1,0,0,1,"Ambrosia sp.",5.8
1,1992,"D",39,1,0,0,1,"Artemisia ludoviciana",41.467
1,1992,"D",39,1,0,0,1,"Asclepias syriaca",3.833
1,1992,"D",39,1,0,0,1,"Erigeron canadensis",0.233
1,1992,"D",39,1,0,0,1,"Lathyrus venosus",46
1,1992,"D",39,1,0,0,1,"Panicum oligosanthes",0.233
1,1992,"D",39,1,0,0,1,"Physalis virginiana",0.633
1,1992,"D",39,1,0,0,1,"Poa pratensis",4.4
1,1992,"D",39,1,0,0,1,"Rubus sp.",43.867
1,1992,"D",39,1,0,0,1,"Schizachyrium scoparium",0.1
1,1992,"D",39,1,0,0,1,"Sorghastrum nutans",60.6
1,1992,"D",39,1,0,0,1,"Stipa spartea",4.867
1,1992,"D",39,1,0,0,1,"Tradescantia occidentalis",5.1
1,1992,"D",40,6,9.52,28,10.52,"Andropogon gerardi",70.467
1,1992,"D",40,6,9.52,28,10.52,"Artemisia ludoviciana",24.133
1,1992,"D",40,6,9.52,28,10.52,"Asclepias syriaca",15.533
1,1992,"D",40,6,9.52,28,10.52,"Aster azureus",2.933
1,1992,"D",40,6,9.52,28,10.52,"Aster simplex",109.4
1,1992,"D",40,6,9.52,28,10.52,"Calamagrostis canadensis",162.43
1,1992,"D",40,6,9.52,28,10.52,"Lathyrus venosus",14.9
1,1992,"D",40,6,9.52,28,10.52,"Poa pratensis",17.1
1,1992,"D",40,6,9.52,28,10.52,"Rubus sp.",175.3
1,1992,"D",40,6,9.52,28,10.52,"Sorghastrum nutans",22.9
1,1992,"D",40,6,9.52,28,10.52,"Stachys palustris",56.933
1,1992,"D",40,6,9.52,28,10.52,"Tradescantia occidentalis",0.833
1,1992,"D",40,6,9.52,28,10.52,"Veronicastrum virginicum",186.7
1,1992,"D",40,6,9.52,28,10.52,"Viola pedatifida",0.167
1,1992,"D",40,6,9.52,28,10.52,"Viola sagittata",0.1
1,1992,"D",41,5,5.44,16,6.44,"Agropyron repens",31.633
1,1992,"D",41,5,5.44,16,6.44,"Andropogon gerardi",13.567
1,1992,"D",41,5,5.44,16,6.44,"Artemisia ludoviciana",115.27
1,1992,"D",41,5,5.44,16,6.44,"Asclepias syriaca",22.233
1,1992,"D",41,5,5.44,16,6.44,"Calamagrostis canadensis",48.967
1,1992,"D",41,5,5.44,16,6.44,"Campanula rotundifolia",0.033
1,1992,"D",41,5,5.44,16,6.44,"Erigeron canadensis",0.067
1,1992,"D",41,5,5.44,16,6.44,"Lathyrus venosus",11.1
1,1992,"D",41,5,5.44,16,6.44,"Physalis virginiana",0.333
1,1992,"D",41,5,5.44,16,6.44,"Poa pratensis",22.367
1,1992,"D",41,5,5.44,16,6.44,"Rubus sp.",92.2
1,1992,"D",41,5,5.44,16,6.44,"Schizachyrium scoparium",1.433
1,1992,"D",41,5,5.44,16,6.44,"Sorghastrum nutans",96.467
1,1992,"D",41,5,5.44,16,6.44,"Stachys palustris",3.9
1,1992,"D",41,5,5.44,16,6.44,"Stipa spartea",1.3
1,1992,"D",42,2,1.02,3,2.02,"Agropyron repens",18.333
1,1992,"D",42,2,1.02,3,2.02,"Ambrosia sp.",6.967
1,1992,"D",42,2,1.02,3,2.02,"Anemone cylindrica",0.1
1,1992,"D",42,2,1.02,3,2.02,"Artemisia ludoviciana",18.5
1,1992,"D",42,2,1.02,3,2.02,"Campanula rotundifolia",0.033
1,1992,"D",42,2,1.02,3,2.02,"Eragrostis spectabilis",1.833
1,1992,"D",42,2,1.02,3,2.02,"Erigeron canadensis",0.033
1,1992,"D",42,2,1.02,3,2.02,"Lathyrus venosus",16.933
1,1992,"D",42,2,1.02,3,2.02,"Oenothera biennis",1.367
1,1992,"D",42,2,1.02,3,2.02,"Panicum oligosanthes",4.4
1,1992,"D",42,2,1.02,3,2.02,"Physalis virginiana",0.6
1,1992,"D",42,2,1.02,3,2.02,"Poa pratensis",9.867
1,1992,"D",42,2,1.02,3,2.02,"Rosa arkansana",21.533
1,1992,"D",42,2,1.02,3,2.02,"Rubus sp.",64
1,1992,"D",42,2,1.02,3,2.02,"Sorghastrum nutans",55.467
1,1992,"D",42,2,1.02,3,2.02,"Stipa spartea",31.967
1,1992,"D",42,2,1.02,3,2.02,"Tradescantia occidentalis",5.6
1,1992,"D",42,2,1.02,3,2.02,"Viola pedatifida",2.133
1,1992,"D",43,2,1.02,3,2.02,"Andropogon gerardi",40.633
1,1992,"D",43,2,1.02,3,2.02,"Artemisia ludoviciana",9.867
1,1992,"D",43,2,1.02,3,2.02,"Aster azureus",15.033
1,1992,"D",43,2,1.02,3,2.02,"Aster simplex",65.9
1,1992,"D",43,2,1.02,3,2.02,"Calamagrostis canadensis",70.6
1,1992,"D",43,2,1.02,3,2.02,"Comandra richardsiana",16.6
1,1992,"D",43,2,1.02,3,2.02,"Lathyrus venosus",31.5
1,1992,"D",43,2,1.02,3,2.02,"Liatris aspera",0.733
1,1992,"D",43,2,1.02,3,2.02,"Panicum oligosanthes",0.067
1,1992,"D",43,2,1.02,3,2.02,"Poa pratensis",0.033
1,1992,"D",43,2,1.02,3,2.02,"Rubus sp.",1.2
1,1992,"D",43,2,1.02,3,2.02,"Sorghastrum nutans",38.867
1,1992,"D",43,2,1.02,3,2.02,"Stachys palustris",28.867
1,1992,"D",43,2,1.02,3,2.02,"Veronicastrum virginicum",28.3
1,1992,"D",43,2,1.02,3,2.02,"Viola pedatifida",0.6
1,1992,"D",43,2,1.02,3,2.02,"Viola sagittata",0.033
1,1992,"D",44,9,0,0,1,"Andropogon gerardi",87.667
1,1992,"D",44,9,0,0,1,"Artemisia ludoviciana",10.133
1,1992,"D",44,9,0,0,1,"Asclepias syriaca",6.7
1,1992,"D",44,9,0,0,1,"Aster simplex",0.867
1,1992,"D",44,9,0,0,1,"Calamagrostis canadensis",33.267
1,1992,"D",44,9,0,0,1,"Eragrostis spectabilis",0.733
1,1992,"D",44,9,0,0,1,"Lathyrus venosus",20.167
1,1992,"D",44,9,0,0,1,"Panicum oligosanthes",0.733
1,1992,"D",44,9,0,0,1,"Rubus sp.",8.233
1,1992,"D",44,9,0,0,1,"Schizachyrium scoparium",18.833
1,1992,"D",44,9,0,0,1,"Sorghastrum nutans",74.767
1,1992,"D",44,9,0,0,1,"Stachys palustris",1.567
1,1992,"D",45,7,17,50,18,"Agropyron repens",238.47
1,1992,"D",45,7,17,50,18,"Andropogon gerardi",14.233
1,1992,"D",45,7,17,50,18,"Artemisia ludoviciana",64.2
1,1992,"D",45,7,17,50,18,"Asclepias syriaca",2.533
1,1992,"D",45,7,17,50,18,"Calamagrostis canadensis",63.733
1,1992,"D",45,7,17,50,18,"Eragrostis spectabilis",4.167
1,1992,"D",45,7,17,50,18,"Lathyrus venosus",1.833
1,1992,"D",45,7,17,50,18,"Panicum oligosanthes",1.5
1,1992,"D",45,7,17,50,18,"Poa pratensis",0.233
1,1992,"D",45,7,17,50,18,"Rosa arkansana",14.533
1,1992,"D",45,7,17,50,18,"Rubus sp.",82.367
1,1992,"D",45,7,17,50,18,"Sorghastrum nutans",0.767
1,1992,"D",45,7,17,50,18,"Tradescantia occidentalis",13.333
